DepRate,D1,D2,D3,D4,D5,D6,D7,D8,KerFeed,KerTemp,WaterLev,BrineLev,WaterpH,WCBootLev,ECPdP,ECPLev,ReactorIP,ReactordP,ReactorCauLev,ClaydP,ClayOP
10.8349,1,0,0,0,0,0,0,0,0.471936516,0.142724568,-0.608806168,1.262268776,0.616702105,0.339540654,0.123031853,0.259328529,0.282066517,-0.3298739,1.290146193,-0.078245869,0.693163167
10.8392,1,0,0,0,0,0,0,0,0.472956153,0.235071768,-0.685990058,1.296151946,1.474981509,0.149173741,0.124406325,0.258345895,0.291752841,-0.317861205,1.102934536,-0.056525986,0.693213799
10.9094,1,0,0,0,0,0,0,0,0.489678186,-0.015514081,-0.265990955,1.189119561,1.474981509,0.242035649,0.124406325,0.260311163,0.299492631,-0.307450203,0.921041392,-0.060869962,0.693264431
10.9646,1,0,0,0,0,0,0,0,0.502831492,0.251668596,-0.462778441,1.291236287,0.616702105,0.25712571,0.124406325,0.258345895,0.311449912,-0.290098533,0.760954151,-0.036616093,0.693264431
10.4135,1,0,0,0,0,0,0,0,0.371570329,0.312280562,-0.664595103,1.236051929,0.616702105,0.2797608,0.124406325,0.259328529,0.309317993,-0.255128244,0.660434255,-0.009828237,0.693112535
9.3687,1,0,0,0,0,0,0,0,0.122711129,0.037980791,-0.124789839,1.230695374,-0.027008468,0.215918238,0.124406325,0.256380627,0.269506738,0.083629745,0.925828053,-0.1651254,0.693365694
9.3166,1,0,0,0,0,0,0,0,0.110305555,0.089054685,-0.118608143,1.221752429,-0.2415773,0.112609364,0.123031853,0.257363261,0.261535218,0.044388276,1.208772944,-0.193361248,0.693213799
8.58,1,0,0,0,0,0,0,0,-0.065139842,-0.075367668,-0.321647175,1.21375708,-0.027008468,0.270474609,0.124406325,0.258345895,0.210554565,-0.022615865,1.176861866,-0.353364386,0.693011272
9.0851,1,0,0,0,0,0,0,0,0.055143238,-0.071079911,-0.419366868,1.259445727,-0.45614817,0.308780146,0.124406325,0.258345895,0.238732962,-0.024751456,1.179521123,-0.272276823,0.693416326
10.3891,1,0,0,0,0,0,0,0,0.365724415,0.075870562,-0.694029755,1.330798457,-0.027008468,0.1909616,0.124406325,0.258345895,0.280305367,-0.017810788,1.169415948,-0.247660955,0.693365694
11.185,1,0,0,0,0,0,0,0,0.555308767,0.23798861,-0.837703549,1.316880628,-0.027008468,0.423696758,0.124406325,0.259328529,0.326929492,0.003545114,1.361414267,-0.085123831,0.693416326
12.0954,1,0,0,0,0,0,0,0,0.772117405,0.446280258,-1.143561301,1.358949981,-0.027008468,0.214177077,0.124406325,0.260311163,0.357100769,0.007015448,1.611916229,-0.008742243,0.693061904
12.2799,1,0,0,0,0,0,0,0,0.816063723,0.373446727,-1.262773739,1.268454478,0.187562402,0.199087017,0.124406325,0.258345895,0.36576748,0.011553577,1.355563903,0.060037386,0.693264431
12.1038,1,0,0,0,0,0,0,0,0.774122689,-0.211817511,-0.687177502,1.286379853,0.187562402,0.334317171,0.124406325,0.260311163,0.35802769,-0.006865888,0.370575298,0.073069316,0.693264431
12.0741,1,0,0,0,0,0,0,0,0.767087199,-0.293372399,-0.942890173,1.256181782,0.187562402,0.379587352,0.124406325,0.259328529,0.360205954,-0.02154807,0.48226407,0.095875193,0.693163167
10.3645,1,0,0,0,0,0,0,0,0.359878501,-0.214355163,-0.580754539,1.253753565,0.187562402,0.104483947,0.123031853,0.260311163,0.267560204,-0.078675107,0.530130687,-0.171279367,0.692808745
8.7024,1,0,0,0,0,0,0,0,-0.035978247,-0.632659397,-0.464643427,1.291183642,-0.027008468,0.231008298,0.124406325,0.255397993,0.203741696,-0.068264105,-0.100644953,-0.360242349,0.693213799
9.2754,1,0,0,0,0,0,0,0,0.10048306,-0.466195255,-0.63410572,1.307582333,-0.027008468,0.280921574,0.124406325,0.256380627,0.221306848,-0.097895419,0.440779669,-0.345762427,0.693315062
7.1684,1,0,0,0,0,0,0,0,-0.401347874,-0.441722955,-0.787076506,1.405434873,-0.027008468,0.275117704,0.124406325,0.255397993,0.120040733,-0.164365662,0.282819833,-0.667578692,0.692758113
7.2188,1,0,0,0,0,0,0,0,-0.389350156,-0.407216721,-0.779120628,1.294960869,0.616702105,0.331415237,0.124406325,0.258345895,0.146967787,-0.010603171,0.122732592,-0.579613166,0.693112535
7.6742,1,0,0,0,0,0,0,0,-0.280894855,-0.050049484,-0.760254231,1.286550947,0.616702105,0.141628711,0.124406325,0.255397993,0.171021386,-0.003929452,0.499815163,-0.511195535,0.69412517
8.3744,1,0,0,0,0,0,0,0,-0.114116366,0.043668632,-0.493428477,1.20463646,0.616702105,0.261768805,0.124406325,0.258345895,0.208422647,0.012888321,0.829562968,-0.396804151,0.693264431
8.436,1,0,0,0,0,0,0,0,-0.099467593,0.174168119,-0.23268663,1.344847897,0.616702105,0.212435916,0.124406325,0.259328529,0.209720336,0.003545114,1.001350938,-0.408388089,0.692910008
